,レースID,レースクラス,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ,順位
8,202107020404,Other,7,13,フォーエバーコール,菊沢一樹,ダ,1400,不良  ,36.6,9
9,202107020404,Other,2,3,テイエムリオン,西谷凜,ダ,1400,不良  ,55.1,10
10,202107020404,Other,5,8,コーンフィールド,亀田温心,ダ,1400,不良  ,4.7,11
11,202107020404,Other,5,9,アンノウンヒーロー,秋山稔樹,ダ,1400,不良  ,129.6,12
12,202107020404,Other,3,4,パープルレイン,山田敬士,ダ,1400,不良  ,140.2,13
13,202107020404,Other,1,1,ジェラゾヴァヴォラ,小林脩斗,ダ,1400,不良  ,195.5,14
14,202107020404,Other,2,2,イサチルソッリーソ,川又賢治,ダ,1400,不良  ,290.2,15
0,202107020405,Other,3,6,パナプリ,松山弘平,芝,2000,不良  ,7.9,1
1,202107020405,Other,5,10,ミツルハピネス,泉谷楓真,芝,2000,不良  ,6.8,2
2,202107020405,Other,5,9,シンシアリダーリン,秋山稔樹,芝,2000,不良  ,13.0,3
3,202107020405,Other,1,2,フェイトリッパー,永島まな,芝,2000,不良  ,7.7,4
4,202107020405,Other,6,12,クールブリエ,角田大和,芝,2000,不良  ,6.9,5
5,202107020405,Other,2,4,ネグローニ,吉田隼人,芝,2000,不良  ,13.1,6
6,202107020405,Other,8,15,ミスターサファリ,藤岡康太,芝,2000,不良  ,6.9,7
7,202107020405,Other,3,5,エイシンキンボシ,西村淳也,芝,2000,不良  ,89.9,8
8,202107020405,Other,7,14,トーホウロゼリア,幸英明,芝,2000,不良  ,3.8,9
9,202107020405,Other,1,1,プリエール,亀田温心,芝,2000,不良  ,137.2,10
10,202107020405,Other,4,8,ジャストフィット,浜中俊,芝,2000,不良  ,13.5,11
11,202107020405,Other,2,3,ザフールーショー,小林脩斗,芝,2000,不良  ,60.5,12
12,202107020405,Other,8,16,インヴァルナブル,古川奈穂,芝,2000,不良  ,221.5,13
13,202107020405,Other,7,13,ライトオブワールド,富田暁,芝,2000,不良  ,100.7,14
14,202107020405,Other,6,11,コルス,高倉稜,芝,2000,不良  ,51.2,15
15,202107020405,Other,4,7,スーゼル,西谷凜,芝,2000,不良  ,110.0,16
0,202107020406,Other,3,3,ラブスピール,松山弘平,ダ,1800,不良  ,3.6,1
1,202107020406,Other,6,6,シャーレ,吉田隼人,ダ,1800,不良  ,4.2,2
2,202107020406,Other,1,1,オウケンロジータ,藤岡康太,ダ,1800,不良  ,4.7,3
3,202107020406,Other,2,2,ユースフルラヴ,幸英明,ダ,1800,不良  ,12.6,4
4,202107020406,Other,7,9,ジュネス,秋山稔樹,ダ,1800,不良  ,15.0,5
5,202107020406,Other,5,5,メリディアン,中井裕二,ダ,1800,不良  ,18.1,6
6,202107020406,Other,4,4,ノーブルテラ,小林脩斗,ダ,1800,不良  ,39.9,7
7,202107020406,Other,7,8,メタモルフォーゼ,古川奈穂,ダ,1800,不良  ,10.1,8
8,202107020406,Other,8,11,モノポリーアイズ,富田暁,ダ,1800,不良  ,5.6,9
9,202107020406,Other,6,7,ラレーヌデュバル,泉谷楓真,ダ,1800,不良  ,54.7,10
10,202107020406,Other,8,10,クリノマンジェリカ,山田敬士,ダ,1800,不良  ,97.2,11
0,202107020407,Other,2,3,タケルラスティ,古川奈穂,ダ,1400,不良  ,7.0,1
1,202107020407,Other,2,2,フェアレストアイル,岩田望来,ダ,1400,不良  ,8.0,2
2,202107020407,Other,5,9,シアトルテソーロ,亀田温心,ダ,1400,不良  ,24.1,3
3,202107020407,Other,1,1,トーアシオン,高倉稜,ダ,1400,不良  ,56.0,4
4,202107020407,Other,3,5,フィナールショコラ,川又賢治,ダ,1400,不良  ,95.1,5
5,202107020407,Other,6,10,ジッピーレーサー,泉谷楓真,ダ,1400,不良  ,18.9,6
6,202107020407,Other,5,8,トレーンベアラー,松山弘平,ダ,1400,不良  ,2.6,7
7,202107020407,Other,4,6,オールミラージュ,小林脩斗,ダ,1400,不良  ,156.3,8
8,202107020407,Other,6,11,ゼットセントラル,富田暁,ダ,1400,不良  ,14.1,9
9,202107020407,Other,8,15,コスモストライカー,国分優作,ダ,1400,不良  ,7.1,10
10,202107020407,Other,4,7,イヴ,藤岡康太,ダ,1400,不良  ,20.4,11
11,202107020407,Other,8,14,ラッシュアップ,吉田隼人,ダ,1400,不良  ,5.8,12
12,202107020407,Other,3,4,チアフルローズ,藤井勘一,ダ,1400,不良  ,309.0,13
13,202107020407,Other,7,13,チャイカ,西村淳也,ダ,1400,不良  ,29.8,14
14,202107020407,Other,7,12,ナーラック,菊沢一樹,ダ,1400,不良  ,263.9,15
0,202107020408,Other,5,5,ウェイヴァリー,吉田隼人,ダ,1900,不良  ,10.0,1
1,202107020408,Other,4,4,ドーファン,荻野極,ダ,1900,不良  ,20.9,2
2,202107020408,Other,7,7,ハイオソラール,富田暁,ダ,1900,不良  ,42.2,3
3,202107020408,Other,3,3,シャイニングデイズ,古川奈穂,ダ,1900,不良  ,21.4,4
4,202107020408,Other,2,2,ワイドレッジャドロ,松山弘平,ダ,1900,不良  ,1.6,5
5,202107020408,Other,8,8,セイカヤマノ,柴山雄一,ダ,1900,不良  ,9.6,6
6,202107020408,Other,6,6,タニノシェクハンド,中井裕二,ダ,1900,不良  ,10.0,7
7,202107020408,Other,1,1,イシュタルゲート,西村淳也,ダ,1900,不良  ,4.5,8
0,202107020409,Other,4,8,グレイトゲイナー,吉田隼人,芝,1200,不良  ,5.2,1
1,202107020409,Other,1,2,ワンダーカタリナ,藤岡康太,芝,1200,不良  ,9.5,2
2,202107020409,Other,1,1,ショウナンバービー,岩田望来,芝,1200,不良  ,9.3,3
3,202107020409,Other,7,13,メサテソーロ,幸英明,芝,1200,不良  ,4.4,4
4,202107020409,Other,4,7,シャルロワ,菊沢一樹,芝,1200,不良  ,25.3,5
5,202107020409,Other,5,10,エピローグ,西村淳也,芝,1200,不良  ,34.0,6
6,202107020409,Other,2,4,クリノサンシャイン,永島まな,芝,1200,不良  ,57.2,7
7,202107020409,Other,7,14,ハニーリン,秋山稔樹,芝,1200,不良  ,63.9,8
8,202107020409,Other,8,18,ヒガシヴァルキリー,亀田温心,芝,1200,不良  ,39.2,9
9,202107020409,Other,8,17,メイクアンシー,泉谷楓真,芝,1200,不良  ,19.8,10
10,202107020409,Other,3,6,ブルベアオーロ,中井裕二,芝,1200,不良  ,22.9,11
11,202107020409,Other,6,11,レッドエーデル,高倉稜,芝,1200,不良  ,87.7,12
12,202107020409,Other,3,5,ヒバリ,富田暁,芝,1200,不良  ,10.7,13
13,202107020409,Other,6,12,オメガハートクィン,松山弘平,芝,1200,不良  ,6.8,14
14,202107020409,Other,2,3,ベルダニューブ,角田大和,芝,1200,不良  ,56.5,15
15,202107020409,Other,7,15,スノーテーラー,浜中俊,芝,1200,不良  ,8.2,16
16,202107020409,Other,8,16,ニホンピロヘイロー,国分優作,芝,1200,不良  ,173.4,17
17,202107020409,Other,5,9,ヒメサマ,古川奈穂,芝,1200,不良  ,148.2,18
0,202107020410,Other,7,7,ゲンパチミーティア,松山弘平,芝,1600,不良  ,7.2,1
1,202107020410,Other,1,1,ヴィアルークス,岩田望来,芝,1600,不良  ,8.8,2
2,202107020410,Other,6,6,トーホウディアス,国分優作,芝,1600,不良  ,8.5,3
3,202107020410,Other,2,2,メモリーエフェクト,荻野琢真,芝,1600,不良  ,16.7,4
4,202107020410,Other,3,3,シティレインボー,西村淳也,芝,1600,不良  ,2.3,5
5,202107020410,Other,8,8,ミルウ,藤岡康太,芝,1600,不良  ,24.5,6
6,202107020410,Other,5,5,フラリオナ,浜中俊,芝,1600,不良  ,5.3,7
7,202107020410,Other,4,4,フォティノース,吉田隼人,芝,1600,不良  ,7.2,8
8,202107020410,Other,8,9,ミステリーウェイ,中井裕二,芝,1600,不良  ,26.4,9
0,202107020411,Other,3,4,テーオーケインズ,松山弘平,ダ,1800,不良  ,2.1,1
1,202107020411,Other,2,2,アッシェンプッテル,浜中俊,ダ,1800,不良  ,10.1,2
2,202107020411,Other,6,10,サクラアリュール,中井裕二,ダ,1800,不良  ,39.5,3
3,202107020411,Other,2,3,グレートタイム,岩田望来,ダ,1800,不良  ,6.1,4
4,202107020411,Other,1,1,ウェルカムゴールド,幸英明,ダ,1800,不良  ,12.6,5
5,202107020411,Other,7,12,ブランクエンド,亀田温心,ダ,1800,不良  ,88.9,6
6,202107020411,Other,4,6,ダイシンインディー,国分優作,ダ,1800,不良  ,147.5,7
7,202107020411,Other,8,14,コンカラー,藤井勘一,ダ,1800,不良  ,79.9,8
8,202107020411,Other,6,11,デザートスネーク,富田暁,ダ,1800,不良  ,93.0,9
9,202107020411,Other,5,8,ミヤジコクオウ,吉田隼人,ダ,1800,不良  ,12.0,10
10,202107020411,Other,3,5,エイコーン,高倉稜,ダ,1800,不良  ,9.3,11
11,202107020411,Other,4,7,ウインフォルティス,西村淳也,ダ,1800,不良  ,33.4,12
12,202107020411,Other,5,9,キメラヴェリテ,川又賢治,ダ,1800,不良  ,36.3,13
13,202107020411,Other,7,13,カセドラルベル,荻野極,ダ,1800,不良  ,76.4,14
14,202107020411,Other,8,15,ハヤブサレジェンド,菊沢一樹,ダ,1800,不良  ,7.9,15
0,202107020412,Other,6,10,ビオグラフィー,藤岡康太,芝,1400,不良  ,53.5,1
1,202107020412,Other,2,2,ムーンライト,岩田望来,芝,1400,不良  ,18.8,2
2,202107020412,Other,3,4,クリアサウンド,吉田隼人,芝,1400,不良  ,2.0,3
3,202107020412,Other,2,3,ミッキーバディーラ,亀田温心,芝,1400,不良  ,5.6,4
4,202107020412,Other,8,15,ノーブルアース,高倉稜,芝,1400,不良  ,16.4,5
5,202107020412,Other,7,13,ブラックダンサー,松山弘平,芝,1400,不良  ,4.5,6
6,202107020412,Other,1,1,レッドベレーザ,中井裕二,芝,1400,不良  ,94.1,7
7,202107020412,Other,4,6,ミニオンペール,黛弘人,芝,1400,不良  ,33.0,8
8,202107020412,Other,5,8,ベストクィーン,富田暁,芝,1400,不良  ,61.4,9
9,202107020412,Other,5,9,ルーチェデラヴィタ,幸英明,芝,1400,不良  ,49.6,10
10,202107020412,Other,3,5,スズカアーチスト,菊沢一樹,芝,1400,不良  ,100.2,11
11,202107020412,Other,7,12,ラミエル,西村淳也,芝,1400,不良  ,26.1,12
12,202107020412,Other,4,7,ヤマニンプレシオサ,浜中俊,芝,1400,不良  ,21.4,13
13,202107020412,Other,6,11,アイワナビリーヴ,柴山雄一,芝,1400,不良  ,22.1,14
14,202107020412,Other,8,14,エイカイマドンナ,荻野極,芝,1400,不良  ,170.9,15
0,202107020501,Other,4,8,ピナ,岩田望来,ダ,1400,良  ,2.8,1
1,202107020501,Other,1,2,トレサイーユ,古川奈穂,ダ,1400,良  ,25.3,2
2,202107020501,Other,6,11,パロットビーク,角田大和,ダ,1400,良  ,5.1,3
3,202107020501,Other,8,16,ウォーターパフィン,森裕太朗,ダ,1400,良  ,5.3,4
4,202107020501,Other,2,3,スパラキシス,菱田裕二,ダ,1400,良  ,14.5,5
5,202107020501,Other,6,12,ワールプール,柴山雄一,ダ,1400,良  ,186.5,6
6,202107020501,Other,7,13,ゴーゴーレインボー,黛弘人,ダ,1400,良  ,220.9,7
7,202107020501,Other,1,1,ワンダーチア,斎藤新,ダ,1400,良  ,67.3,8
8,202107020501,Other,4,7,ワンダーピュルテ,山田敬士,ダ,1400,良  ,181.2,9
9,202107020501,Other,5,9,ミスティックアイル,吉田隼人,ダ,1400,良  ,6.9,10
10,202107020501,Other,8,15,ソアリングギフト,幸英明,ダ,1400,良  ,8.9,11
11,202107020501,Other,2,4,ラパールデザンジュ,富田暁,ダ,1400,良  ,18.1,12
12,202107020501,Other,3,6,マンゴーラッシー,泉谷楓真,ダ,1400,良  ,272.2,13
13,202107020501,Other,3,5,レッジョエミリア,秋山稔樹,ダ,1400,良  ,73.8,14
14,202107020501,Other,5,10,ジューンフローラ,鮫島克駿,ダ,1400,良  ,46.7,15
15,202107020501,Other,7,14,チェリーブロード,亀田温心,ダ,1400,良  ,26.1,16
0,202107020502,Other,5,8,サトノクリーチャー,泉谷楓真,ダ,1800,良  ,7.4,1
1,202107020502,Other,4,6,クロスオブドリーム,古川奈穂,ダ,1800,良  ,5.0,2
2,202107020502,Other,3,5,ワイドモーゼ,秋山稔樹,ダ,1800,良  ,3.5,3
3,202107020502,Other,2,3,グランドアルナイル,秋山真一,ダ,1800,良  ,20.4,4
4,202107020502,Other,6,11,レイダンジチ,亀田温心,ダ,1800,良  ,251.7,5
5,202107020502,Other,7,13,タッカーハート,柴山雄一,ダ,1800,良  ,62.5,6
6,202107020502,Other,4,7,ペダンクルアーチ,岩田望来,ダ,1800,良  ,2.7,7
7,202107020502,Other,2,2,ペイシャセイント,黛弘人,ダ,1800,良  ,47.5,8
8,202107020502,Other,6,10,メイショウコトダマ,城戸義政,ダ,1800,良  ,24.0,9
9,202107020502,Other,3,4,ゴッドデサフィオ,角田大和,ダ,1800,良  ,108.2,10
10,202107020502,Other,7,12,クールシラユリ,菊沢一樹,ダ,1800,良  ,49.6,11
11,202107020502,Other,5,9,メイショウケイゼン,幸英明,ダ,1800,良  ,118.3,12
12,202107020502,Other,8,14,オラクトゥール,富田暁,ダ,1800,良  ,26.1,13
13,202107020502,Other,1,1,アスターブランコ,斎藤新,ダ,1800,良  ,85.6,14
14,202107020502,Other,8,15,ラッセルリー,西村淳也,ダ,1800,良  ,20.6,15
0,202107020503,Other,8,15,ゴイゴイスー,泉谷楓真,ダ,1200,良  ,3.9,1
1,202107020503,Other,7,14,サトノアポロン,鮫島克駿,ダ,1200,良  ,1.8,2
2,202107020503,Other,1,1,スターオブスパーダ,城戸義政,ダ,1200,良  ,24.4,3
3,202107020503,Other,2,3,カネトシバレンシア,田中健,ダ,1200,良  ,22.2,4
4,202107020503,Other,1,2,ストロングカレント,吉田隼人,ダ,1200,良  ,11.1,5
5,202107020503,Other,5,9,ベイビーアッシュ,岩田望来,ダ,1200,良  ,52.9,6
6,202107020503,Other,8,16,ベストオブラック,幸英明,ダ,1200,良  ,26.0,7
7,202107020503,Other,6,11,フラワードラム,富田暁,ダ,1200,良  ,129.9,8
8,202107020503,Other,4,7,ナリタブルホーク,亀田温心,ダ,1200,良  ,10.4,9
9,202107020503,Other,3,5,マジックランプ,永島まな,ダ,1200,良  ,150.3,10
0,202107020504,Other,2,2,ノーブルキャニオン,岩田望来,ダ,1800,良  ,3.5,1
1,202107020504,Other,6,9,テイエムダイアタリ,菊沢一樹,ダ,1800,良  ,15.0,2
2,202107020504,Other,8,13,ゼンノナイン,角田大和,ダ,1800,良  ,23.4,3
3,202107020504,Other,3,3,イーサンタイガー,富田暁,ダ,1800,良  ,36.5,4
4,202107020504,Other,4,6,ワンダーウォール,秋山稔樹,ダ,1800,良  ,266.7,5
5,202107020504,Other,1,1,エスジーリカチャン,藤岡康太,ダ,1800,良  ,13.3,6
6,202107020504,Other,5,7,メイショウイチズ,亀田温心,ダ,1800,良  ,31.4,7
7,202107020504,Other,6,10,タイキフロリゼル,泉谷楓真,ダ,1800,良  ,8.0,8
8,202107020504,Other,7,11,ホウオウヴォーヌ,斎藤新,ダ,1800,良  ,2.9,9
9,202107020504,Other,7,12,サンライズアクター,永島まな,ダ,1800,良  ,156.2,10
10,202107020504,Other,3,4,ゾグラフォス,古川奈穂,ダ,1800,良  ,76.3,11
11,202107020504,Other,5,8,メイショウタニカゼ,鮫島克駿,ダ,1800,良  ,5.3,12
12,202107020504,Other,4,5,ゼンダンツバキ,西村淳也,ダ,1800,良  ,78.1,13
13,202107020504,Other,8,14,メジャーアゲン,松田大作,ダ,1800,良  ,25.6,14
0,202107020505,Other,4,8,カフジアスール,角田大和,芝,2200,良  ,5.2,1
1,202107020505,Other,3,6,ブリンク,泉谷楓真,芝,2200,良  ,7.5,2
2,202107020505,Other,3,5,ブレークアップ,柴山雄一,芝,2200,良  ,5.6,3
3,202107020505,Other,8,16,グレイシャーベイ,鮫島克駿,芝,2200,良  ,12.3,4
4,202107020505,Other,5,10,ルグランタンゴ,西村淳也,芝,2200,良  ,12.7,5
5,202107020505,Other,7,14,リーゼントジャンボ,岩田望来,芝,2200,良  ,3.0,6
6,202107020505,Other,1,2,カフェファンタスト,亀田温心,芝,2200,良  ,238.2,7
7,202107020505,Other,4,7,トラウンシュタイン,太宰啓介,芝,2200,良  ,16.7,8
8,202107020505,Other,8,15,クイーンネモシン,秋山真一,芝,2200,良  ,156.9,9
9,202107020505,Other,5,9,ホワイトハウス,杉原誠人,芝,2200,良  ,194.6,10
10,202107020505,Other,2,4,タガノフラッデル,斎藤新,芝,2200,良  ,127.9,11
11,202107020505,Other,1,1,ウエストサイド,吉田隼人,芝,2200,良  ,11.1,12
12,202107020505,Other,6,11,クレイジースピード,菱田裕二,芝,2200,良  ,131.2,13
13,202107020505,Other,6,12,アプロフォンディ,松田大作,芝,2200,良  ,35.4,14
14,202107020505,Other,2,3,サトノボンズ,藤岡康太,芝,2200,良  ,29.0,15
15,202107020505,Other,7,13,タンタイド,幸英明,芝,2200,良  ,76.8,16
0,202107020506,Other,7,14,モズピンポン,古川奈穂,ダ,1400,良  ,2.2,1
1,202107020506,Other,3,5,ダイヤレイジング,岩田望来,ダ,1400,良  ,10.1,2
2,202107020506,Other,5,9,サンオブロジータ,秋山稔樹,ダ,1400,良  ,25.4,3
3,202107020506,Other,6,12,ジャミールフエルテ,秋山真一,ダ,1400,良  ,4.5,4
4,202107020506,Other,7,13,レゴリス,吉田隼人,ダ,1400,良  ,78.1,5
5,202107020506,Other,6,11,コングールテソーロ,黛弘人,ダ,1400,良  ,39.8,6
6,202107020506,Other,1,2,カップッチョ,杉原誠人,ダ,1400,良  ,69.9,7
7,202107020506,Other,8,16,オーマイオーマイ,西村淳也,ダ,1400,良  ,6.1,8
8,202107020506,Other,3,6,シルバーエース,鮫島克駿,ダ,1400,良  ,10.5,9
9,202107020506,Other,5,10,イグナーツ,角田大和,ダ,1400,良  ,28.9,10
10,202107020506,Other,4,7,ネオトゥルー,幸英明,ダ,1400,良  ,52.2,11
11,202107020506,Other,2,4,タシロ,菊沢一樹,ダ,1400,良  ,165.0,12
12,202107020506,Other,8,15,アイムソーグレイト,柴山雄一,ダ,1400,良  ,230.0,13
13,202107020506,Other,4,8,ジョイナイト,斎藤新,ダ,1400,良  ,41.3,14
14,202107020506,Other,2,3,スリーコーズクライ,泉谷楓真,ダ,1400,良  ,19.0,15
15,202107020506,Other,1,1,ユイノムサシ,菱田裕二,ダ,1400,良  ,236.1,16
0,202107020507,Other,6,11,ステラドーロ,斎藤新,芝,2000,良  ,11.8,1
1,202107020507,Other,2,3,ペプチドヒミコ,松田大作,芝,2000,良  ,4.5,2
2,202107020507,Other,3,6,キラープレゼンス,鮫島克駿,芝,2000,良  ,2.9,3
3,202107020507,Other,3,5,ミスミルドレッド,岩田望来,芝,2000,良  ,3.7,4
4,202107020507,Other,5,9,ロッタチャンセズ,藤岡康太,芝,2000,良  ,52.9,5
5,202107020507,Other,8,18,ラフダイヤモンド,富田暁,芝,2000,良  ,35.6,6
6,202107020507,Other,1,1,エンジェルサークル,吉田隼人,芝,2000,良  ,19.9,7
7,202107020507,Other,4,7,リュウグウヒメ,黛弘人,芝,2000,良  ,132.7,8
8,202107020507,Other,2,4,ヤマカツパトリシア,永島まな,芝,2000,良  ,16.9,9
9,202107020507,Other,1,2,アルマイナンナ,菱田裕二,芝,2000,良  ,118.8,10
10,202107020507,Other,7,13,レッドサーシャ,秋山稔樹,芝,2000,良  ,43.6,11
11,202107020507,Other,7,15,ダンツガゼール,泉谷楓真,芝,2000,良  ,14.8,12
12,202107020507,Other,4,8,ラヴベローナ,森裕太朗,芝,2000,良  ,107.3,13
13,202107020507,Other,7,14,アイオープナー,山田敬士,芝,2000,良  ,32.2,14
14,202107020507,Other,8,17,マイタイムオブデイ,角田大和,芝,2000,良  ,53.6,15
15,202107020507,Other,6,12,タカンナ,菊沢一樹,芝,2000,良  ,127.4,16
16,202107020507,Other,5,10,バトーブラン,荻野極,芝,2000,良  ,151.7,17
17,202107020507,Other,8,16,トスアップ,西村淳也,芝,2000,良  ,145.0,18
